,property name,property street,property city,property state,property zipcode,Studio,1 Bedroom,2 Bedrooms,3 Bedrooms,Latitude,Longitude,URL
570,54 E Herman St,54 E Herman St,Philadelphia,PA,19144,NA,$825,NA,NA,40.04183,-75.17794,https://www.apartments.com/54-e-herman-st-philadelphia-pa/st0s0w7/
571,822 N Ringgold St,822 N Ringgold St,Philadelphia,PA,19130,NA,NA,NA,"$2,850",39.97048,-75.17705,https://www.apartments.com/822-n-ringgold-st-philadelphia-pa/yb34rrs/
572,Lincoln Square,1000 S Broad St,Philadelphia,PA,19146,"$1,537 – 2,679","$1,940 – 3,215","$2,692 – 4,142",Call for Rent,39.93837,-75.16754,https://www.apartments.com/lincoln-square-philadelphia-pa/2xrwhkb/
573,2012 N 19th St,2012 N 19th St,Philadelphia,PA,19121,NA,"$1,000",NA,NA,39.98463,-75.16499,https://www.apartments.com/2012-n-19th-st-philadelphia-pa/c3h8r4d/
574,3749 Lankenau Rd,3749 Lankenau Rd,Philadelphia,PA,19131,NA,NA,NA,"$1,650",40.00261,-75.20508,https://www.apartments.com/3749-lankenau-rd-philadelphia-pa/9mnpny7/
575,1734 Georges Ln,1734 Georges Ln,Philadelphia,PA,19131,NA,NA,NA,"$1,300",39.98375,-75.22946,https://www.apartments.com/1734-georges-ln-philadelphia-pa/lwpd5ng/
576,715 N 24th St Unit B,715 N 24th St Unit B,Philadelphia,PA,19130,NA,"$1,495",NA,NA,39.96781,-75.1767,https://www.apartments.com/715-n-24th-st-philadelphia-pa-unit-b/lyyd75f/
577,703 W Annsbury St,703 W Annsbury St,Philadelphia,PA,19140,NA,$450,NA,NA,40.02077,-75.13784,https://www.apartments.com/703-w-annsbury-st-philadelphia-pa/gl6xtcz/
578,6610 Germantown Ave Unit 404,6610 Germantown Ave Unit 404,Philadelphia,PA,19119,NA,NA,"$1,800",NA,40.05058,-75.18511,https://www.apartments.com/6610-germantown-ave-philadelphia-pa-unit-404/33w55md/
579,5227 N Marshall St,5227 N Marshall St,Philadelphia,PA,19120,NA,NA,NA,"$1,095",40.03128,-75.13416,https://www.apartments.com/5227-n-marshall-st-philadelphia-pa/xw1zzhp/
580,2166 N 7th St,2166 N 7th St,Philadelphia,PA,19122,NA,NA,NA,"$1,400",39.98469,-75.1457,https://www.apartments.com/2166-n-7th-st-philadelphia-pa/vk46esg/
581,2203 Ellsworth St,2203 Ellsworth St,Philadelphia,PA,19146,NA,"$1,050",NA,NA,39.9387,-75.18046,https://www.apartments.com/2203-ellsworth-st-philadelphia-pa/z0d2gby/
582,3535 Aspen St,3535 Aspen St,Philadelphia,PA,19104,NA,NA,NA,"$1,600",39.96731,-75.19495,https://www.apartments.com/3535-aspen-st-philadelphia-pa/cntpbxe/
583,5426 Discher St,5426 Discher St,Philadelphia,PA,19124,NA,NA,NA,"$1,100",40.02883,-75.0809,https://www.apartments.com/5426-discher-st-philadelphia-pa/my8r36j/
584,15117 Beverly Dr,15117 Beverly Dr,Philadelphia,PA,19116,NA,NA,"$1,199",NA,40.123,-74.99569,https://www.apartments.com/15117-beverly-dr-philadelphia-pa/y6vgj4t/
585,1701-15 Locust St Unit 1606,1701-15 Locust St Unit 1606,Philadelphia,PA,19103,"$1,350",NA,NA,NA,39.94898,-75.16952,https://www.apartments.com/1701-15-locust-st-philadelphia-pa-unit-1606/q3461fz/
586,6804 Quincy St,6804 Quincy St,Philadelphia,PA,19119,NA,$875,NA,NA,40.05015,-75.18962,https://www.apartments.com/6804-quincy-st-philadelphia-pa/zmw1tqx/
587,250 S 13TH St Unit 1D,250 S 13TH St Unit 1D,PHILADELPHIA,PA,19107,NA,"$1,500",NA,NA,39.94712,-75.16349,https://www.apartments.com/250-s-13th-st-philadelphia-pa-unit-1d/klpd4n8/
588,Dwell 2nd Street,1300 N 2nd St,Philadelphia,PA,19122,"$1,335 – 1,445","$1,900 – 2,000","$2,360 – 2,605",NA,39.97162,-75.13965,https://www.apartments.com/dwell-2nd-street-philadelphia-pa/hg1zgw1/
589,142 Wright St,142 Wright St,Philadelphia,PA,19127,NA,NA,"$1,595",NA,40.0317,-75.23095,https://www.apartments.com/142-wright-st-philadelphia-pa/qeelb0w/
590,2539 Grays Ferry Ave Unit 1,2539 Grays Ferry Ave Unit 1,Philadelphia,PA,19146,NA,NA,"$1,950",NA,39.94133,-75.18572,https://www.apartments.com/2539-grays-ferry-ave-philadelphia-pa-unit-1/prdz72s/
591,2606 E Albert St,2606 E Albert St,Philadelphia,PA,19125,NA,NA,"$1,750",NA,39.97824,-75.11716,https://www.apartments.com/2606-e-albert-st-philadelphia-pa/fyxvfwr/
592,703 N 64th St,703 N 64th St,Philadelphia,PA,19151,NA,NA,NA,"$1,400",39.97376,-75.24696,https://www.apartments.com/703-n-64th-st-philadelphia-pa/xv8klgn/
593,223 E Clapier St,223 E Clapier St,Philadelphia,PA,19144,NA,NA,$850,NA,40.03127,-75.16049,https://www.apartments.com/223-e-clapier-st-philadelphia-pa/4s3t7nh/
594,Arrive University City,3601 Market St,Philadelphia,PA,19104,"$1,685 – 2,675","$1,840 – 2,649","$3,115 – 4,885",NA,39.95663,-75.19446,https://www.apartments.com/arrive-university-city-philadelphia-pa/yl2tbxt/
595,2602 Carroll St,2602 Carroll St,Philadelphia,PA,19142,NA,NA,NA,"$1,000",39.91751,-75.23356,https://www.apartments.com/2602-carroll-st-philadelphia-pa/4scg95k/
596,731 Glenview St,731 Glenview St,Philadelphia,PA,19111,NA,NA,NA,NA,40.05245,-75.08508,https://www.apartments.com/731-glenview-st-philadelphia-pa/hgjvgt0/
597,2312 N Colorado St,2312 N Colorado St,Philadelphia,PA,19132,NA,NA,NA,"$1,450",39.98894,-75.16131,https://www.apartments.com/2312-n-colorado-st-philadelphia-pa/919r164/
598,4232 Loring St,4232 Loring St,Philadelphia,PA,19136,NA,NA,NA,"$1,195",40.03621,-75.03603,https://www.apartments.com/4232-loring-st-philadelphia-pa/t0djrnb/
599,9908 Bustleton Ave Unit B4,9908 Bustleton Ave Unit B4,Philadelphia,PA,19115,NA,NA,"$1,350",NA,40.09998,-75.0312,https://www.apartments.com/9908-bustleton-ave-philadelphia-pa-unit-b4/20g9rzb/
600,1600 Callowhill,1600 Callowhill St,Philadelphia,PA,19130,"$1,990","$2,504",Call for Rent,NA,39.95981,-75.16576,https://www.apartments.com/1600-callowhill-philadelphia-pa/smplw16/
601,2100 Delancey Pl Unit 7,2100 Delancey Pl Unit 7,Philadelphia,PA,19103,NA,"$2,300",NA,NA,39.94745,-75.17672,https://www.apartments.com/2100-delancey-pl-philadelphia-pa-unit-7/2ftq0p9/
602,253 Hansberry St Unit 1R,253 Hansberry St Unit 1R,Philadelphia,PA,19144,NA,$850,NA,NA,40.02601,-75.1727,https://www.apartments.com/253-hansberry-st-philadelphia-pa-unit-1r/07ynjg1/
603,612 Winton St,612 Winton St,Philadelphia,PA,19148,NA,NA,"$1,075",NA,39.92186,-75.15742,https://www.apartments.com/612-winton-st-philadelphia-pa/4h2jp4l/
604,2510 E Sergeant St,2510 E Sergeant St,Philadelphia,PA,19125,NA,NA,NA,"$2,400",39.97867,-75.12028,https://www.apartments.com/2510-e-sergeant-st-philadelphia-pa/yndtt5v/
605,4453 N Cleveland St,4453 N Cleveland St,Philadelphia,PA,19140,NA,NA,NA,"$1,400",40.02194,-75.15542,https://www.apartments.com/4453-n-cleveland-st-philadelphia-pa/pxst0ct/
606,4235 Otter St,4235 Otter St,Philadelphia,PA,19104,NA,NA,NA,"$1,125",39.97108,-75.20986,https://www.apartments.com/4235-otter-st-philadelphia-pa/kfny30c/
607,47-49 W Highland Ave,47-49 W Highland Ave,Philadelphia,PA,19118,NA,"$1,350",NA,NA,40.07491,-75.20787,https://www.apartments.com/47-49-w-highland-ave-philadelphia-pa/4nv8h6k/
608,6333 Morton St,6333 Morton St,Philadelphia,PA,19144,NA,$750,NA,NA,40.04703,-75.17867,https://www.apartments.com/6333-morton-st-philadelphia-pa/y3sn9ls/
609,41 N 61st St,41 N 61st St,Philadelphia,PA,19139,NA,NA,NA,NA,39.96319,-75.24226,https://www.apartments.com/41-n-61st-st-philadelphia-pa/0skcvc0/
610,3522 Rhawn St,3522 Rhawn St,Philadelphia,PA,19136,NA,$825,NA,NA,40.04244,-75.02932,https://www.apartments.com/3522-rhawn-st-philadelphia-pa/30s9jed/
611,The LVL 4125,4125-4136 Chestnut St,Philadelphia,PA,19104,Call for Rent,"$1,965 – 2,860",Call for Rent,NA,39.95626,-75.20552,https://www.apartments.com/the-lvl-4125-philadelphia-pa/w67tywk/
612,905 N 5th St,905 N 5th St,Philadelphia,PA,19123,NA,NA,NA,"$3,000",39.96689,-75.14585,https://www.apartments.com/905-n-5th-st-philadelphia-pa/18sc1d4/
613,235 N 60th St,235 N 60th St,Philadelphia,PA,19139,NA,NA,NA,"$1,100",39.96583,-75.23971,https://www.apartments.com/235-n-60th-st-philadelphia-pa/81dtgk3/
614,6708 N Woodstock St,6708 N Woodstock St,Philadelphia,PA,19138,NA,NA,NA,"$1,250",40.05632,-75.15329,https://www.apartments.com/6708-n-woodstock-st-philadelphia-pa/94yht64/
615,1306 Grove St,1306 Grove St,Philadelphia,PA,19146,NA,NA,"$1,475",NA,39.93853,-75.20146,https://www.apartments.com/1306-grove-st-philadelphia-pa/em36xzn/
616,1932 S 4th St,1932 S 4th St,Philadelphia,PA,19148,NA,NA,NA,"$1,900",39.92373,-75.15337,https://www.apartments.com/1932-s-4th-st-philadelphia-pa/6tbknvs/
617,The National,121 N 2nd St,Philadelphia,PA,19106,"$1,991 – 2,066","$2,148 – 2,293","$3,445 – 3,502",NA,39.95233,-75.14281,https://www.apartments.com/the-national-philadelphia-pa/jxddv96/
618,507 S 8th St Unit 308,507 S 8th St Unit 308,Philadelphia,PA,19147,NA,NA,"$2,595",NA,39.94784,-75.15424,https://www.apartments.com/507-s-8th-st-philadelphia-pa-unit-308/2fqht2b/
619,105 W Ruscomb St,105 W Ruscomb St,Philadelphia,PA,19120,NA,NA,NA,$950,40.02724,-75.12341,https://www.apartments.com/105-w-ruscomb-st-philadelphia-pa/fypwt7t/
620,2019 Poplar St,2019 Poplar St,Philadelphia,PA,19130,NA,NA,NA,"$2,900",39.97164,-75.16985,https://www.apartments.com/2019-poplar-st-philadelphia-pa/ffvqkwr/
621,5445 Ridge Ave,5445 Ridge Ave,Philadelphia,PA,19128,NA,NA,NA,NA,40.0227,-75.20803,https://www.apartments.com/5445-ridge-ave-philadelphia-pa/q03mw0w/
622,5951 Wister St,5951 Wister St,Philadelphia,PA,19138,NA,NA,NA,"$1,000",40.04454,-75.15801,https://www.apartments.com/5951-wister-st-philadelphia-pa/neqp9sq/
623,5754 Reedland St,5754 Reedland St,Philadelphia,PA,19143,NA,NA,NA,$900,39.92944,-75.22084,https://www.apartments.com/5754-reedland-st-philadelphia-pa/py66xcv/
624,3416 Stanwood St,3416 Stanwood St,Philadelphia,PA,19136,NA,NA,"$1,200",NA,40.0455,-75.0258,https://www.apartments.com/3416-stanwood-st-philadelphia-pa/7s8e8gy/
625,4281 Leidy Ave,4281 Leidy Ave,Philadelphia,PA,19104,NA,NA,NA,"$1,196",39.97612,-75.21233,https://www.apartments.com/4281-leidy-ave-philadelphia-pa/pqj66nt/
626,2941 N Franklin St,2941 N Franklin St,Philadelphia,PA,19133,NA,NA,NA,$950,39.99663,-75.14338,https://www.apartments.com/2941-n-franklin-st-philadelphia-pa/zhnkv9x/
627,1605 W Dauphin St,1605 W Dauphin St,Philadelphia,PA,19132,NA,NA,NA,NA,39.98849,-75.1593,https://www.apartments.com/1605-w-dauphin-st-philadelphia-pa/5rp8c2n/
628,6916 Ardleigh St,6916 Ardleigh St,Philadelphia,PA,19119,NA,NA,"$1,250",NA,40.06197,-75.18174,https://www.apartments.com/6916-ardleigh-st-philadelphia-pa/ry12x23/
629,2148 Palethorp St,2148 Palethorp St,Philadelphia,PA,19122,NA,NA,"$1,300",NA,39.98305,-75.13624,https://www.apartments.com/2148-palethorp-st-philadelphia-pa/1rnq367/
630,1233 S 29th St,1233 S 29th St,Philadelphia,PA,19146,NA,NA,NA,"$1,750",39.93823,-75.19162,https://www.apartments.com/1233-s-29th-st-philadelphia-pa/xbyc1zp/
631,2813 Norcross Ln,2813 Norcross Ln,Philadelphia,PA,19114,NA,NA,"$1,100",NA,40.0683,-75.01605,https://www.apartments.com/2813-norcross-ln-philadelphia-pa/g6dsnkx/
632,5913 McCallum St,5913 McCallum St,Philadelphia,PA,19144,NA,NA,"$1,339",NA,40.03682,-75.17794,https://www.apartments.com/5913-mccallum-st-philadelphia-pa/g3nzvhy/
633,View at Old City,401 Race St,Philadelphia,PA,19106,"$1,552 – 2,042","$1,926 – 3,101","$2,746 – 3,974",NA,39.95459,-75.14716,https://www.apartments.com/view-at-old-city-philadelphia-pa/x1bf4wq/
634,331 Lyceum Ave Unit 2,331 Lyceum Ave Unit 2,Philadelphia,PA,19128,NA,"$1,200",NA,NA,40.0292,-75.21958,https://www.apartments.com/331-lyceum-ave-philadelphia-pa-unit-2/qt3ff1x/
635,3411 Cresson St Unit 1,3411 Cresson St Unit 1,Philadelphia,PA,19129,NA,"$1,050",NA,NA,40.01228,-75.19356,https://www.apartments.com/3411-cresson-st-philadelphia-pa-unit-1/dv7gqml/
636,122 Manheim St Unit 4,122 Manheim St Unit 4,Philadelphia,PA,19144,$800,NA,NA,NA,40.02784,-75.16709,https://www.apartments.com/122-manheim-st-philadelphia-pa-unit-4/npldt0p/
637,8615 Tiona St,8615 Tiona St,Philadelphia,PA,19128,NA,NA,NA,"$1,800",40.06596,-75.23527,https://www.apartments.com/8615-tiona-st-philadelphia-pa/fk3e6ev/
638,2028 E Firth St,2028 E Firth St,Philadelphia,PA,19125,NA,NA,NA,"$1,800",39.98547,-75.12681,https://www.apartments.com/2028-e-firth-st-philadelphia-pa/0b23p93/
639,The Pepper Building,1830 Lombard St,Philadelphia,PA,19146,NA,"$1,595 – 2,580","$2,150 – 3,075",NA,39.94542,-75.17294,https://www.apartments.com/the-pepper-building-philadelphia-pa/sr2b9f7/
640,2603 S 73rd St,2603 S 73rd St,Philadelphia,PA,19153,NA,NA,NA,"$1,250",39.913,-75.24001,https://www.apartments.com/2603-s-73rd-st-philadelphia-pa/re5tlv2/
641,1413 S 5th St,1413 S 5th St,Philadelphia,PA,19147,NA,NA,NA,"$3,200",39.93069,-75.15308,https://www.apartments.com/1413-s-5th-st-philadelphia-pa/pqdm1gv/
642,7349 Woodcrest Ave,7349 Woodcrest Ave,Philadelphia,PA,19151,NA,NA,NA,"$1,450",39.97652,-75.26368,https://www.apartments.com/7349-woodcrest-ave-philadelphia-pa/r44cb90/
643,1942 N Front St Unit 106,1942 N Front St Unit 106,Philadelphia,PA,19122,NA,"$1,375",NA,NA,39.9799,-75.13357,https://www.apartments.com/1942-n-front-st-philadelphia-pa-unit-106/zn3plny/
644,6439 Edmund St,6439 Edmund St,Philadelphia,PA,19135,NA,$750,NA,NA,40.02044,-75.04922,https://www.apartments.com/6439-edmund-st-philadelphia-pa/yzsg2dr/
645,The Alexander,1601 Vine St,Philadelphia,PA,19102,"$1,704 – 3,861","$2,112 – 4,632","$2,665 – 6,472","$4,476 – 9,415",39.95884,-75.16593,https://www.apartments.com/the-alexander-philadelphia-pa/njfrbjm/
646,1105 Knorr St,1105 Knorr St,Philadelphia,PA,19111,NA,NA,NA,"$1,350",40.04842,-75.07931,https://www.apartments.com/1105-knorr-st-philadelphia-pa/exh6rqq/
647,1544 Van Kirk St,1544 Van Kirk St,Philadelphia,PA,19149,NA,NA,$940,NA,40.03004,-75.07807,https://www.apartments.com/1544-van-kirk-st-philadelphia-pa/4j2nmqk/
648,1050 E Montgomery Ave Unit 204,1050 E Montgomery Ave Unit 204,Philadelphia,PA,19125,NA,NA,NA,"$1,600",39.96989,-75.12675,https://www.apartments.com/1050-e-montgomery-ave-philadelphia-pa-unit-204/6wpq1fs/
649,2043 Mt Vernon St,2043 Mt Vernon St,Philadelphia,PA,19130,NA,NA,"$1,700",NA,39.96595,-75.17187,https://www.apartments.com/2043-mt-vernon-st-philadelphia-pa/82gsqt3/
650,828 N Preston St,828 N Preston St,Philadelphia,PA,19104,NA,NA,NA,NA,39.96807,-75.20454,https://www.apartments.com/828-n-preston-st-philadelphia-pa/r399pf3/
651,Winchester Walk*,2600 Welsh Rd,Philadelphia,PA,19152,NA,"$1,011 – 1,144","$1,204 – 1,299",NA,40.07113,-75.03252,https://www.apartments.com/winchester-walk-philadelphia-pa/c7hcw7g/
652,2947 N Bailey St,2947 N Bailey St,Philadelphia,PA,19132,NA,NA,"$1,150",NA,40.00061,-75.17343,https://www.apartments.com/2947-n-bailey-st-philadelphia-pa/d275t8l/
653,259 W Ruscomb St Unit 2ND FL,259 W Ruscomb St Unit 2ND FL,Philadelphia,PA,19120,NA,$750,NA,NA,40.02706,-75.12944,https://www.apartments.com/259-w-ruscomb-st-philadelphia-pa-unit-2nd-fl/9rdthx4/
654,2923 Memphis St,2923 Memphis St,Philadelphia,PA,19134,NA,NA,NA,"$1,950",39.98561,-75.11318,https://www.apartments.com/2923-memphis-st-philadelphia-pa/58ephrm/
655,153 N 60th St,153 N 60th St,Philadelphia,PA,19139,NA,NA,NA,"$1,100",39.96464,-75.2402,https://www.apartments.com/153-n-60th-st-philadelphia-pa/46peyfh/
656,1251 Hellerman St,1251 Hellerman St,Philadelphia,PA,19111,NA,NA,NA,"$1,200",40.04293,-75.07986,https://www.apartments.com/1251-hellerman-st-philadelphia-pa/eeryn6q/
657,The Collins,1125 Sansom St,Philadelphia,PA,19107,NA,"$1,871 – 2,864","$3,958 – 6,033",NA,39.94991,-75.15945,https://www.apartments.com/the-collins-philadelphia-pa/f79m92r/
658,6211 Haverford Ave Unit 1,6211 Haverford Ave Unit 1,Philadelphia,PA,19151,NA,"$1,150",NA,NA,39.9719,-75.24328,https://www.apartments.com/6211-haverford-ave-philadelphia-pa-unit-1/5dxpmrq/
659,3449 Ainslie St,3449 Ainslie St,Philadelphia,PA,19129,NA,NA,NA,"$1,850",40.01299,-75.1895,https://www.apartments.com/3449-ainslie-st-philadelphia-pa/9v3drl5/
660,2009 Catharine St,2009 Catharine St,Philadelphia,PA,19146,NA,NA,NA,"$3,350",39.94219,-75.17601,https://www.apartments.com/2009-catharine-st-philadelphia-pa/w5t3pbj/
661,6015 Woodcrest Ave,6015 Woodcrest Ave,Philadelphia,PA,19131,NA,NA,NA,"$1,700",39.98627,-75.24444,https://www.apartments.com/6015-woodcrest-ave-philadelphia-pa/twy57h9/
662,6202 Hazel Ave,6202 Hazel Ave,Philadelphia,PA,19143,NA,NA,NA,"$1,300",39.95386,-75.24671,https://www.apartments.com/6202-hazel-ave-philadelphia-pa/1sb4t54/
663,444 N 4th St Unit 301,444 N 4th St Unit 301,Philadelphia,PA,19123,NA,"$1,650",NA,NA,39.95913,-75.14542,https://www.apartments.com/444-n-4th-st-philadelphia-pa-unit-301/1t64se5/
664,412 N Front St,412 N Front St,Philadelphia,PA,19123,NA,NA,NA,"$2,750",39.95746,-75.13985,https://www.apartments.com/412-n-front-st-philadelphia-pa/45svp0j/
665,1006 S 5th St Unit 3RD FLOOR,1006 S 5th St Unit 3RD FLOOR,Philadelphia,PA,19147,NA,"$1,275",NA,NA,39.93578,-75.15234,https://www.apartments.com/1006-s-5th-st-philadelphia-pa-unit-3rd-floor/rnt7p91/
666,1448 S 13th St Unit 2ND FL,1448 S 13th St Unit 2ND FL,Philadelphia,PA,19147,NA,"$1,300",NA,NA,39.93156,-75.16618,https://www.apartments.com/1448-s-13th-st-philadelphia-pa-unit-2nd-fl/6fns59r/
667,3335 N Hancock St,3335 N Hancock St,Philadelphia,PA,19140,NA,NA,$850,NA,40.00122,-75.1315,https://www.apartments.com/3335-n-hancock-st-philadelphia-pa/8mwqqx1/
668,International City Apartments,7900 Lindbergh Blvd,Philadelphia,PA,19153,"$900 – 1,353","$950 – 1,400","$1,135 – 1,550",NA,39.90209,-75.24635,https://www.apartments.com/international-city-apartments-philadelphia-pa/bwm4rj9/
669,2117 Benson St,2117 Benson St,Philadelphia,PA,19152,NA,NA,NA,"$1,500",40.06554,-75.05048,https://www.apartments.com/2117-benson-st-philadelphia-pa/m654w0l/
670,2026 W Spencer St,2026 W Spencer St,Philadelphia,PA,19138,NA,NA,NA,"$1,300",40.04719,-75.15502,https://www.apartments.com/2026-w-spencer-st-philadelphia-pa/mjfnm7k/
671,1762 Frankford Ave,1762 Frankford Ave,Philadelphia,PA,19125,NA,NA,"$1,750",NA,39.97627,-75.13246,https://www.apartments.com/1762-frankford-ave-philadelphia-pa/ywjc2gr/
672,924 S 20th St,924 S 20th St,Philadelphia,PA,19146,NA,NA,"$1,600",NA,39.94036,-75.17624,https://www.apartments.com/924-s-20th-st-philadelphia-pa/5h007vq/
673,2029 Dickinson St,2029 Dickinson St,Philadelphia,PA,19146,NA,NA,NA,"$1,500",39.9332,-75.17852,https://www.apartments.com/2029-dickinson-st-philadelphia-pa/vbcyn3f/
674,219 Krams Ave Unit C2,219 Krams Ave Unit C2,Philadelphia,PA,19127,NA,NA,"$1,700",NA,40.03039,-75.22536,https://www.apartments.com/219-krams-ave-philadelphia-pa-unit-c2/yld1wyr/
675,1149 N 3rd St Unit D,1149 N 3rd St Unit D,Philadelphia,PA,19123,"$1,500",NA,NA,NA,39.96889,-75.14146,https://www.apartments.com/1149-n-3rd-st-philadelphia-pa-unit-d/vfvyj3e/
676,6318 McCallum St,6318 McCallum St,Philadelphia,PA,19144,NA,NA,NA,NA,40.04116,-75.18369,https://www.apartments.com/6318-mccallum-st-philadelphia-pa/8bbqe80/
677,3428 N 23rd St Unit 3,3428 N 23rd St Unit 3,Philadelphia,PA,19140,NA,$800,NA,NA,40.00741,-75.1669,https://www.apartments.com/3428-n-23rd-st-philadelphia-pa-unit-3/ple9wrr/
678,2078 E Lippincott St,2078 E Lippincott St,Philadelphia,PA,19134,NA,NA,NA,"$1,050",39.99156,-75.11124,https://www.apartments.com/2078-e-lippincott-st-philadelphia-pa/h2jltk1/
679,Ridge Carlton Apartments,7373 Ridge Ave,Philadelphia,PA,19128,NA,"$989 – 1,199","$1,279 – 1,431",NA,40.0478,-75.23402,https://www.apartments.com/ridge-carlton-apartments-philadelphia-pa/9beej87/
680,1416 S 9th St,1416 S 9th St,Philadelphia,PA,19147,NA,$800,NA,NA,39.93138,-75.15974,https://www.apartments.com/1416-s-9th-st-philadelphia-pa/wxxvbxk/
681,2851 S 65th St,2851 S 65th St,Philadelphia,PA,19142,NA,NA,NA,NA,39.91786,-75.22467,https://www.apartments.com/2851-s-65th-st-philadelphia-pa/4f0ycth/
682,2212 Fairmount Ave Unit 2,2212 Fairmount Ave Unit 2,Philadelphia,PA,19130,NA,NA,"$1,745",NA,39.96709,-75.17433,https://www.apartments.com/2212-fairmount-ave-philadelphia-pa-unit-2/3vq3p6e/
683,1504 N 61st St,1504 N 61st St,Philadelphia,PA,19151,NA,NA,NA,"$1,100",39.97435,-75.24183,https://www.apartments.com/1504-n-61st-st-philadelphia-pa/ly1llkf/
684,5358 Woodland Ave Unit 2ND FL FRONT,5358 Woodland Ave Unit 2ND FL FRONT,Philadelphia,PA,19143,NA,$950,NA,NA,39.93627,-75.21864,https://www.apartments.com/5358-woodland-ave-philadelphia-pa-unit-2nd-fl-front/53q564n/
685,Adams at Presidential City,3800 City Ave,Philadelphia,PA,19131,"$1,305 – 1,485","$1,665 – 2,015","$1,925 – 2,235","$2,895 – 3,035",40.00826,-75.20561,https://www.apartments.com/adams-at-presidential-city-philadelphia-pa/z2dgeqx/
686,4732 Hartel Ave,4732 Hartel Ave,Philadelphia,PA,19136,NA,NA,NA,"$1,100",40.03331,-75.02697,https://www.apartments.com/4732-hartel-ave-philadelphia-pa/3y33lyf/
687,441 Tomlinson Rd,441 Tomlinson Rd,Philadelphia,PA,19116,NA,NA,"$1,550",NA,40.11592,-75.02652,https://www.apartments.com/441-tomlinson-rd-philadelphia-pa/2f70eq8/
688,1600-18 Arch St Unit 1806,1600-18 Arch St Unit 1806,Philadelphia,PA,19103,NA,NA,"$3,000",NA,39.95478,-75.16654,https://www.apartments.com/1600-18-arch-st-philadelphia-pa-unit-1806/jg29m46/
689,1441 S 16th St,1441 S 16th St,Philadelphia,PA,19146,NA,NA,NA,"$1,500",39.93248,-75.17108,https://www.apartments.com/1441-s-16th-st-philadelphia-pa/k8xhccb/
690,821 N Franklin St,821 N Franklin St,Philadelphia,PA,19123,NA,NA,"$1,900",NA,39.96594,-75.14968,https://www.apartments.com/821-n-franklin-st-philadelphia-pa/zll700x/
691,Jefferson at Presidential City,3900 City Ave,Philadelphia,PA,19131,"$1,295 – 1,495","$1,365 – 1,915","$2,395 – 2,775",NA,40.00843,-75.2071,https://www.apartments.com/jefferson-at-presidential-city-philadelphia-pa/90t98h5/
692,519 N 58th St,519 N 58th St,Philadelphia,PA,19131,NA,NA,NA,NA,39.96897,-75.23519,https://www.apartments.com/519-n-58th-st-philadelphia-pa/yfyc9cv/
693,2425 S Hicks St,2425 S Hicks St,Philadelphia,PA,19145,NA,NA,"$1,200",NA,39.92033,-75.17273,https://www.apartments.com/2425-s-hicks-st-philadelphia-pa/62b6rgt/
694,9960 Woodfern Rd,9960 Woodfern Rd,Philadelphia,PA,19115,NA,NA,NA,"$2,000",40.10249,-75.037,https://www.apartments.com/9960-woodfern-rd-philadelphia-pa/g80nkzx/
695,5424 Walnut St,5424 Walnut St,Philadelphia,PA,19139,NA,NA,"$1,050",NA,39.95731,-75.23026,https://www.apartments.com/5424-walnut-st-philadelphia-pa/pn98dps/
696,1101 N 3rd St,1101 N 3rd St,Philadelphia,PA,19123,NA,NA,"$1,650",NA,39.96778,-75.14177,https://www.apartments.com/1101-n-3rd-st-philadelphia-pa/90xej04/
697,8211 Rockwell Ave,8211 Rockwell Ave,Philadelphia,PA,19111,NA,NA,"$1,200",NA,40.08181,-75.08232,https://www.apartments.com/8211-rockwell-ave-philadelphia-pa/4xctwvj/
698,1124 E Passyunk Ave,1124 E Passyunk Ave,Philadelphia,PA,19147,NA,NA,"$1,500",NA,39.93508,-75.15724,https://www.apartments.com/1124-e-passyunk-ave-philadelphia-pa/b66mgq8/
699,648 E Wensley St,648 E Wensley St,Philadelphia,PA,19134,NA,NA,$888,NA,39.99934,-75.11753,https://www.apartments.com/648-e-wensley-st-philadelphia-pa/gz1c6by/
700,2405 S Warnock St,2405 S Warnock St,Philadelphia,PA,19148,NA,NA,NA,"$1,500",39.91934,-75.16467,https://www.apartments.com/2405-s-warnock-st-philadelphia-pa/7keek6w/
701,4552 Baker St,4552 Baker St,Philadelphia,PA,19127,NA,NA,NA,"$1,800",40.02885,-75.22817,https://www.apartments.com/4552-baker-st-philadelphia-pa/0vtcsv1/
702,The Atlantic,1401 Spruce St,Philadelphia,PA,19102,"$2,165 – 2,315","$2,295 – 6,395","$3,655 – 6,145","$6,005 – 7,845",39.9473,-75.16508,https://www.apartments.com/the-atlantic-philadelphia-pa/hqf41b0/
703,582 Geneva Ave,582 Geneva Ave,Philadelphia,PA,19120,NA,NA,NA,"$1,550",40.03118,-75.1141,https://www.apartments.com/582-geneva-ave-philadelphia-pa/qe3673x/
704,861 Barlow St,861 Barlow St,Philadelphia,PA,19116,NA,NA,NA,"$1,850",40.11674,-75.01454,https://www.apartments.com/861-barlow-st-philadelphia-pa/9m4rpl5/
705,1819 S Broad St,1819 S Broad St,Philadelphia,PA,19148,NA,NA,"$1,500",NA,39.92748,-75.16864,https://www.apartments.com/1819-s-broad-st-philadelphia-pa/tthhk18/
